date,borough,mode,rides
2025-05-29,Ealing,Tube,93
2025-05-30,Ealing,Tube,90
2025-05-31,Ealing,Tube,71
2025-06-01,Ealing,Tube,74
2025-06-02,Ealing,Tube,87
2025-06-03,Ealing,Tube,88
2025-06-04,Ealing,Tube,88
2025-06-05,Ealing,Tube,98
2025-06-06,Ealing,Tube,96
2025-06-07,Ealing,Tube,74
2025-06-08,Ealing,Tube,63
2025-06-09,Ealing,Tube,77
2025-06-10,Ealing,Tube,96
2025-06-11,Ealing,Tube,83
2025-06-12,Ealing,Tube,109
2025-06-13,Ealing,Tube,87
2025-06-14,Ealing,Tube,74
2025-06-15,Ealing,Tube,77
2025-06-16,Ealing,Tube,91
2025-06-17,Ealing,Tube,101
2025-06-18,Ealing,Tube,94
2025-06-19,Ealing,Tube,83
2025-06-20,Ealing,Tube,83
2025-06-21,Ealing,Tube,77
2025-06-22,Ealing,Tube,72
2025-06-23,Ealing,Tube,89
2025-06-24,Ealing,Tube,101
2025-06-25,Ealing,Tube,102
2025-06-26,Ealing,Tube,100
2025-06-27,Ealing,Tube,97
2025-06-28,Ealing,Tube,67
2025-06-29,Ealing,Tube,69
2025-06-30,Ealing,Tube,104
2025-07-01,Ealing,Tube,92
2025-07-02,Ealing,Tube,84
2025-07-03,Ealing,Tube,106
2025-07-04,Ealing,Tube,91
2025-07-05,Ealing,Tube,76
2025-07-06,Ealing,Tube,79
2025-07-07,Ealing,Tube,95
2025-07-08,Ealing,Tube,102
2025-07-09,Ealing,Tube,110
2025-07-10,Ealing,Tube,106
2025-07-11,Ealing,Tube,97
2025-07-12,Ealing,Tube,68
2025-07-13,Ealing,Tube,79
2025-07-14,Ealing,Tube,103
2025-07-15,Ealing,Tube,89
2025-07-16,Ealing,Tube,114
2025-07-17,Ealing,Tube,95
2025-07-18,Ealing,Tube,95
2025-07-19,Ealing,Tube,68
2025-07-20,Ealing,Tube,80
2025-07-21,Ealing,Tube,99
2025-07-22,Ealing,Tube,93
2025-07-23,Ealing,Tube,97
2025-07-24,Ealing,Tube,102
2025-07-25,Ealing,Tube,92
2025-07-26,Ealing,Tube,70
2025-07-27,Ealing,Tube,84
2025-07-28,Ealing,Tube,106
2025-07-29,Ealing,Tube,99
2025-07-30,Ealing,Tube,102
2025-07-31,Ealing,Tube,103
2025-08-01,Ealing,Tube,106
2025-08-02,Ealing,Tube,79
2025-08-03,Ealing,Tube,83
2025-08-04,Ealing,Tube,107
2025-08-05,Ealing,Tube,109
2025-08-06,Ealing,Tube,116
2025-08-07,Ealing,Tube,111
2025-08-08,Ealing,Tube,92
2025-08-09,Ealing,Tube,67
2025-08-10,Ealing,Tube,79
2025-08-11,Ealing,Tube,114
2025-08-12,Ealing,Tube,104
2025-08-13,Ealing,Tube,107
2025-08-14,Ealing,Tube,97
2025-08-15,Ealing,Tube,94
2025-08-16,Ealing,Tube,69
2025-08-17,Ealing,Tube,87
2025-08-18,Ealing,Tube,122
2025-08-19,Ealing,Tube,98
2025-08-20,Ealing,Tube,114
2025-08-21,Ealing,Tube,116
2025-08-22,Ealing,Tube,103
2025-08-23,Ealing,Tube,75
2025-08-24,Ealing,Tube,94
2025-08-25,Ealing,Tube,121
2025-08-26,Ealing,Tube,116
2025-08-27,Ealing,Tube,109
2025-08-28,Ealing,Tube,131
2025-08-29,Ealing,Tube,107
2025-08-30,Ealing,Tube,89
2025-08-31,Ealing,Tube,82
2024-09-01,Ealing,Bus,60
2024-09-02,Ealing,Bus,86
2024-09-03,Ealing,Bus,80
2024-09-04,Ealing,Bus,75
2024-09-05,Ealing,Bus,86
2024-09-06,Ealing,Bus,85
2024-09-07,Ealing,Bus,63
2024-09-08,Ealing,Bus,64
2024-09-09,Ealing,Bus,78
2024-09-10,Ealing,Bus,90
2024-09-11,Ealing,Bus,84
2024-09-12,Ealing,Bus,73
2024-09-13,Ealing,Bus,75
2024-09-14,Ealing,Bus,59
2024-09-15,Ealing,Bus,63
2024-09-16,Ealing,Bus,85
2024-09-17,Ealing,Bus,90
2024-09-18,Ealing,Bus,95
2024-09-19,Ealing,Bus,94
2024-09-20,Ealing,Bus,83
2024-09-21,Ealing,Bus,73
2024-09-22,Ealing,Bus,76
2024-09-23,Ealing,Bus,81
2024-09-24,Ealing,Bus,87
2024-09-25,Ealing,Bus,87
2024-09-26,Ealing,Bus,84
2024-09-27,Ealing,Bus,85
2024-09-28,Ealing,Bus,68
2024-09-29,Ealing,Bus,67
2024-09-30,Ealing,Bus,95
2024-10-01,Ealing,Bus,86
2024-10-02,Ealing,Bus,81
2024-10-03,Ealing,Bus,88
2024-10-04,Ealing,Bus,78
2024-10-05,Ealing,Bus,72
2024-10-06,Ealing,Bus,75
2024-10-07,Ealing,Bus,88
2024-10-08,Ealing,Bus,88
2024-10-09,Ealing,Bus,89
2024-10-10,Ealing,Bus,86
2024-10-11,Ealing,Bus,98
2024-10-12,Ealing,Bus,72
2024-10-13,Ealing,Bus,65
2024-10-14,Ealing,Bus,77
2024-10-15,Ealing,Bus,84
2024-10-16,Ealing,Bus,84
2024-10-17,Ealing,Bus,90
2024-10-18,Ealing,Bus,96
2024-10-19,Ealing,Bus,63
2024-10-20,Ealing,Bus,59
2024-10-21,Ealing,Bus,91
2024-10-22,Ealing,Bus,93
2024-10-23,Ealing,Bus,93
2024-10-24,Ealing,Bus,96
2024-10-25,Ealing,Bus,96
2024-10-26,Ealing,Bus,79
2024-10-27,Ealing,Bus,61
2024-10-28,Ealing,Bus,87
2024-10-29,Ealing,Bus,97
2024-10-30,Ealing,Bus,96
2024-10-31,Ealing,Bus,91
2024-11-01,Ealing,Bus,95
2024-11-02,Ealing,Bus,63
2024-11-03,Ealing,Bus,65
2024-11-04,Ealing,Bus,100
2024-11-05,Ealing,Bus,94
2024-11-06,Ealing,Bus,110
2024-11-07,Ealing,Bus,97
2024-11-08,Ealing,Bus,98
2024-11-09,Ealing,Bus,79
2024-11-10,Ealing,Bus,84
2024-11-11,Ealing,Bus,91
2024-11-12,Ealing,Bus,84
2024-11-13,Ealing,Bus,99
2024-11-14,Ealing,Bus,89
2024-11-15,Ealing,Bus,104
2024-11-16,Ealing,Bus,62
2024-11-17,Ealing,Bus,71
2024-11-18,Ealing,Bus,102
2024-11-19,Ealing,Bus,102
2024-11-20,Ealing,Bus,91
2024-11-21,Ealing,Bus,95
2024-11-22,Ealing,Bus,106
2024-11-23,Ealing,Bus,76
2024-11-24,Ealing,Bus,71
2024-11-25,Ealing,Bus,86
2024-11-26,Ealing,Bus,86
2024-11-27,Ealing,Bus,97
2024-11-28,Ealing,Bus,90
2024-11-29,Ealing,Bus,90
2024-11-30,Ealing,Bus,70
2024-12-01,Ealing,Bus,66
2024-12-02,Ealing,Bus,104
2024-12-03,Ealing,Bus,101
2024-12-04,Ealing,Bus,99
2024-12-05,Ealing,Bus,90
2024-12-06,Ealing,Bus,89
2024-12-07,Ealing,Bus,71
2024-12-08,Ealing,Bus,80
2024-12-09,Ealing,Bus,102
2024-12-10,Ealing,Bus,91
2024-12-11,Ealing,Bus,84
2024-12-12,Ealing,Bus,90
2024-12-13,Ealing,Bus,76
2024-12-14,Ealing,Bus,72
2024-12-15,Ealing,Bus,81
2024-12-16,Ealing,Bus,100
2024-12-17,Ealing,Bus,90
2024-12-18,Ealing,Bus,92
2024-12-19,Ealing,Bus,77
2024-12-20,Ealing,Bus,90
2024-12-21,Ealing,Bus,66
2024-12-22,Ealing,Bus,70
2024-12-23,Ealing,Bus,86
2024-12-24,Ealing,Bus,99
2024-12-25,Ealing,Bus,90
2024-12-26,Ealing,Bus,87
2024-12-27,Ealing,Bus,85
2024-12-28,Ealing,Bus,83
2024-12-29,Ealing,Bus,61
2024-12-30,Ealing,Bus,89
2024-12-31,Ealing,Bus,76
2025-01-01,Ealing,Bus,94
2025-01-02,Ealing,Bus,87
2025-01-03,Ealing,Bus,91
2025-01-04,Ealing,Bus,68
2025-01-05,Ealing,Bus,61
2025-01-06,Ealing,Bus,88
2025-01-07,Ealing,Bus,77
2025-01-08,Ealing,Bus,91
2025-01-09,Ealing,Bus,91
2025-01-10,Ealing,Bus,94
2025-01-11,Ealing,Bus,73
2025-01-12,Ealing,Bus,65
2025-01-13,Ealing,Bus,89
2025-01-14,Ealing,Bus,88
2025-01-15,Ealing,Bus,77
2025-01-16,Ealing,Bus,72
2025-01-17,Ealing,Bus,101
2025-01-18,Ealing,Bus,64
2025-01-19,Ealing,Bus,66
2025-01-20,Ealing,Bus,90
2025-01-21,Ealing,Bus,75
2025-01-22,Ealing,Bus,87
2025-01-23,Ealing,Bus,83
2025-01-24,Ealing,Bus,88
2025-01-25,Ealing,Bus,53
2025-01-26,Ealing,Bus,60
2025-01-27,Ealing,Bus,73
2025-01-28,Ealing,Bus,90
2025-01-29,Ealing,Bus,96
2025-01-30,Ealing,Bus,79
2025-01-31,Ealing,Bus,93
2025-02-01,Ealing,Bus,60
2025-02-02,Ealing,Bus,67
2025-02-03,Ealing,Bus,92
2025-02-04,Ealing,Bus,91
2025-02-05,Ealing,Bus,83
2025-02-06,Ealing,Bus,79
2025-02-07,Ealing,Bus,86
2025-02-08,Ealing,Bus,61
2025-02-09,Ealing,Bus,58
2025-02-10,Ealing,Bus,77
2025-02-11,Ealing,Bus,87
2025-02-12,Ealing,Bus,91
2025-02-13,Ealing,Bus,88
2025-02-14,Ealing,Bus,68
2025-02-15,Ealing,Bus,69
2025-02-16,Ealing,Bus,62
2025-02-17,Ealing,Bus,75
2025-02-18,Ealing,Bus,81
2025-02-19,Ealing,Bus,70
2025-02-20,Ealing,Bus,85
2025-02-21,Ealing,Bus,81
2025-02-22,Ealing,Bus,56
2025-02-23,Ealing,Bus,60
2025-02-24,Ealing,Bus,77
2025-02-25,Ealing,Bus,78
2025-02-26,Ealing,Bus,67
2025-02-27,Ealing,Bus,66
2025-02-28,Ealing,Bus,79
2025-03-01,Ealing,Bus,57
2025-03-02,Ealing,Bus,56
2025-03-03,Ealing,Bus,76
2025-03-04,Ealing,Bus,75
2025-03-05,Ealing,Bus,69
2025-03-06,Ealing,Bus,78
2025-03-07,Ealing,Bus,70
2025-03-08,Ealing,Bus,50
2025-03-09,Ealing,Bus,59
2025-03-10,Ealing,Bus,89
2025-03-11,Ealing,Bus,73
2025-03-12,Ealing,Bus,71
2025-03-13,Ealing,Bus,75
2025-03-14,Ealing,Bus,74
2025-03-15,Ealing,Bus,52
2025-03-16,Ealing,Bus,48
2025-03-17,Ealing,Bus,69
2025-03-18,Ealing,Bus,71
2025-03-19,Ealing,Bus,68
2025-03-20,Ealing,Bus,81
2025-03-21,Ealing,Bus,78
2025-03-22,Ealing,Bus,57
2025-03-23,Ealing,Bus,46
2025-03-24,Ealing,Bus,76
2025-03-25,Ealing,Bus,81
2025-03-26,Ealing,Bus,72
2025-03-27,Ealing,Bus,63
2025-03-28,Ealing,Bus,73
2025-03-29,Ealing,Bus,60
2025-03-30,Ealing,Bus,47
2025-03-31,Ealing,Bus,78
2025-04-01,Ealing,Bus,83
2025-04-02,Ealing,Bus,74
2025-04-03,Ealing,Bus,70
2025-04-04,Ealing,Bus,74
2025-04-05,Ealing,Bus,51
2025-04-06,Ealing,Bus,54
2025-04-07,Ealing,Bus,73
2025-04-08,Ealing,Bus,67
2025-04-09,Ealing,Bus,62
2025-04-10,Ealing,Bus,70
2025-04-11,Ealing,Bus,58
2025-04-12,Ealing,Bus,44
2025-04-13,Ealing,Bus,56
2025-04-14,Ealing,Bus,68
2025-04-15,Ealing,Bus,68
2025-04-16,Ealing,Bus,69
2025-04-17,Ealing,Bus,62
2025-04-18,Ealing,Bus,69
2025-04-19,Ealing,Bus,47
2025-04-20,Ealing,Bus,42
2025-04-21,Ealing,Bus,61
2025-04-22,Ealing,Bus,56
2025-04-23,Ealing,Bus,65
2025-04-24,Ealing,Bus,61
2025-04-25,Ealing,Bus,58
2025-04-26,Ealing,Bus,43
2025-04-27,Ealing,Bus,44
2025-04-28,Ealing,Bus,62
2025-04-29,Ealing,Bus,67
2025-04-30,Ealing,Bus,59
2025-05-01,Ealing,Bus,73
2025-05-02,Ealing,Bus,67
2025-05-03,Ealing,Bus,49
2025-05-04,Ealing,Bus,47
2025-05-05,Ealing,Bus,56
2025-05-06,Ealing,Bus,66
2025-05-07,Ealing,Bus,68
2025-05-08,Ealing,Bus,75
2025-05-09,Ealing,Bus,69
2025-05-10,Ealing,Bus,44
2025-05-11,Ealing,Bus,52
2025-05-12,Ealing,Bus,65
2025-05-13,Ealing,Bus,61
2025-05-14,Ealing,Bus,74
2025-05-15,Ealing,Bus,64
2025-05-16,Ealing,Bus,70
2025-05-17,Ealing,Bus,49
2025-05-18,Ealing,Bus,51
2025-05-19,Ealing,Bus,63
2025-05-20,Ealing,Bus,59
2025-05-21,Ealing,Bus,64
2025-05-22,Ealing,Bus,61
2025-05-23,Ealing,Bus,60
2025-05-24,Ealing,Bus,40
2025-05-25,Ealing,Bus,46
2025-05-26,Ealing,Bus,64
2025-05-27,Ealing,Bus,59
2025-05-28,Ealing,Bus,74
2025-05-29,Ealing,Bus,67
2025-05-30,Ealing,Bus,58
2025-05-31,Ealing,Bus,49
2025-06-01,Ealing,Bus,48
2025-06-02,Ealing,Bus,65
2025-06-03,Ealing,Bus,55
2025-06-04,Ealing,Bus,60
2025-06-05,Ealing,Bus,65
2025-06-06,Ealing,Bus,66
2025-06-07,Ealing,Bus,41
2025-06-08,Ealing,Bus,46
2025-06-09,Ealing,Bus,63
2025-06-10,Ealing,Bus,72
2025-06-11,Ealing,Bus,64
2025-06-12,Ealing,Bus,64
2025-06-13,Ealing,Bus,67
2025-06-14,Ealing,Bus,45
2025-06-15,Ealing,Bus,50
2025-06-16,Ealing,Bus,61
2025-06-17,Ealing,Bus,61
2025-06-18,Ealing,Bus,68
2025-06-19,Ealing,Bus,63
2025-06-20,Ealing,Bus,69
2025-06-21,Ealing,Bus,50
2025-06-22,Ealing,Bus,53
2025-06-23,Ealing,Bus,74
2025-06-24,Ealing,Bus,61
2025-06-25,Ealing,Bus,70
2025-06-26,Ealing,Bus,61
2025-06-27,Ealing,Bus,72
2025-06-28,Ealing,Bus,48
2025-06-29,Ealing,Bus,53
2025-06-30,Ealing,Bus,61
2025-07-01,Ealing,Bus,68
2025-07-02,Ealing,Bus,61
2025-07-03,Ealing,Bus,79
2025-07-04,Ealing,Bus,68
2025-07-05,Ealing,Bus,41
2025-07-06,Ealing,Bus,55
2025-07-07,Ealing,Bus,63
2025-07-08,Ealing,Bus,62
2025-07-09,Ealing,Bus,67
2025-07-10,Ealing,Bus,76
2025-07-11,Ealing,Bus,67
2025-07-12,Ealing,Bus,56
2025-07-13,Ealing,Bus,50
2025-07-14,Ealing,Bus,66
2025-07-15,Ealing,Bus,59
2025-07-16,Ealing,Bus,77
2025-07-17,Ealing,Bus,58
2025-07-18,Ealing,Bus,83
2025-07-19,Ealing,Bus,53
2025-07-20,Ealing,Bus,65
2025-07-21,Ealing,Bus,78
2025-07-22,Ealing,Bus,77
2025-07-23,Ealing,Bus,71
2025-07-24,Ealing,Bus,75
2025-07-25,Ealing,Bus,63
2025-07-26,Ealing,Bus,46
2025-07-27,Ealing,Bus,57
2025-07-28,Ealing,Bus,75
2025-07-29,Ealing,Bus,68
2025-07-30,Ealing,Bus,71
2025-07-31,Ealing,Bus,75
2025-08-01,Ealing,Bus,71
2025-08-02,Ealing,Bus,58
2025-08-03,Ealing,Bus,52
2025-08-04,Ealing,Bus,78
2025-08-05,Ealing,Bus,71
2025-08-06,Ealing,Bus,70
2025-08-07,Ealing,Bus,57
2025-08-08,Ealing,Bus,69
2025-08-09,Ealing,Bus,58
2025-08-10,Ealing,Bus,64
2025-08-11,Ealing,Bus,79
2025-08-12,Ealing,Bus,61
2025-08-13,Ealing,Bus,73
2025-08-14,Ealing,Bus,71
2025-08-15,Ealing,Bus,76
2025-08-16,Ealing,Bus,58
2025-08-17,Ealing,Bus,63
2025-08-18,Ealing,Bus,93
2025-08-19,Ealing,Bus,73
2025-08-20,Ealing,Bus,66
2025-08-21,Ealing,Bus,74
2025-08-22,Ealing,Bus,70
2025-08-23,Ealing,Bus,61
2025-08-24,Ealing,Bus,58
2025-08-25,Ealing,Bus,79
2025-08-26,Ealing,Bus,84
2025-08-27,Ealing,Bus,88
2025-08-28,Ealing,Bus,71
2025-08-29,Ealing,Bus,80
2025-08-30,Ealing,Bus,60
2025-08-31,Ealing,Bus,57
2024-09-01,Haringey,Tube,85
2024-09-02,Haringey,Tube,101
2024-09-03,Haringey,Tube,86
2024-09-04,Haringey,Tube,88
2024-09-05,Haringey,Tube,103
2024-09-06,Haringey,Tube,101
2024-09-07,Haringey,Tube,75
2024-09-08,Haringey,Tube,77
2024-09-09,Haringey,Tube,106
2024-09-10,Haringey,Tube,107
2024-09-11,Haringey,Tube,92
2024-09-12,Haringey,Tube,104
2024-09-13,Haringey,Tube,113
2024-09-14,Haringey,Tube,73
2024-09-15,Haringey,Tube,80
2024-09-16,Haringey,Tube,101
2024-09-17,Haringey,Tube,104
2024-09-18,Haringey,Tube,113
2024-09-19,Haringey,Tube,116
2024-09-20,Haringey,Tube,110
2024-09-21,Haringey,Tube,94
2024-09-22,Haringey,Tube,82
2024-09-23,Haringey,Tube,94
2024-09-24,Haringey,Tube,100
2024-09-25,Haringey,Tube,119
2024-09-26,Haringey,Tube,119
2024-09-27,Haringey,Tube,90
2024-09-28,Haringey,Tube,83
2024-09-29,Haringey,Tube,82
2024-09-30,Haringey,Tube,106
2024-10-01,Haringey,Tube,93
2024-10-02,Haringey,Tube,102
2024-10-03,Haringey,Tube,105
2024-10-04,Haringey,Tube,94
2024-10-05,Haringey,Tube,85
2024-10-06,Haringey,Tube,85
2024-10-07,Haringey,Tube,103
2024-10-08,Haringey,Tube,95
2024-10-09,Haringey,Tube,110
2024-10-10,Haringey,Tube,111
2024-10-11,Haringey,Tube,103
2024-10-12,Haringey,Tube,80
2024-10-13,Haringey,Tube,80
2024-10-14,Haringey,Tube,118
2024-10-15,Haringey,Tube,91
2024-10-16,Haringey,Tube,126
2024-10-17,Haringey,Tube,106
2024-10-18,Haringey,Tube,115
2024-10-19,Haringey,Tube,89
2024-10-20,Haringey,Tube,80
2024-10-21,Haringey,Tube,127
2024-10-22,Haringey,Tube,130
2024-10-23,Haringey,Tube,105
2024-10-24,Haringey,Tube,127
2024-10-25,Haringey,Tube,131
2024-10-26,Haringey,Tube,88
2024-10-27,Haringey,Tube,86
2024-10-28,Haringey,Tube,96
2024-10-29,Haringey,Tube,126
2024-10-30,Haringey,Tube,100
2024-10-31,Haringey,Tube,127
2024-11-01,Haringey,Tube,108
2024-11-02,Haringey,Tube,97
2024-11-03,Haringey,Tube,85
2024-11-04,Haringey,Tube,130
2024-11-05,Haringey,Tube,116
2024-11-06,Haringey,Tube,109
2024-11-07,Haringey,Tube,107
2024-11-08,Haringey,Tube,131
2024-11-09,Haringey,Tube,94
2024-11-10,Haringey,Tube,96
2024-11-11,Haringey,Tube,127
2024-11-12,Haringey,Tube,117
2024-11-13,Haringey,Tube,122
2024-11-14,Haringey,Tube,120
2024-11-15,Haringey,Tube,116
2024-11-16,Haringey,Tube,83
2024-11-17,Haringey,Tube,103
2024-11-18,Haringey,Tube,123
2024-11-19,Haringey,Tube,102
2024-11-20,Haringey,Tube,118
2024-11-21,Haringey,Tube,114
2024-11-22,Haringey,Tube,126
2024-11-23,Haringey,Tube,85
2024-11-24,Haringey,Tube,89
2024-11-25,Haringey,Tube,107
2024-11-26,Haringey,Tube,117
2024-11-27,Haringey,Tube,118
2024-11-28,Haringey,Tube,125
2024-11-29,Haringey,Tube,140
2024-11-30,Haringey,Tube,79
2024-12-01,Haringey,Tube,91
2024-12-02,Haringey,Tube,101
2024-12-03,Haringey,Tube,120
2024-12-04,Haringey,Tube,124
2024-12-05,Haringey,Tube,114
2024-12-06,Haringey,Tube,108
2024-12-07,Haringey,Tube,92
2024-12-08,Haringey,Tube,102
2024-12-09,Haringey,Tube,121
2024-12-10,Haringey,Tube,125
2024-12-11,Haringey,Tube,122
2024-12-12,Haringey,Tube,143
2024-12-13,Haringey,Tube,104
2024-12-14,Haringey,Tube,85
2024-12-15,Haringey,Tube,90
2024-12-16,Haringey,Tube,122
2024-12-17,Haringey,Tube,95
2024-12-18,Haringey,Tube,128
2024-12-19,Haringey,Tube,114
2024-12-20,Haringey,Tube,106
2024-12-21,Haringey,Tube,87
2024-12-22,Haringey,Tube,97
2024-12-23,Haringey,Tube,125
2024-12-24,Haringey,Tube,121
2024-12-25,Haringey,Tube,124
2024-12-26,Haringey,Tube,115
2024-12-27,Haringey,Tube,129
2024-12-28,Haringey,Tube,94
2024-12-29,Haringey,Tube,89
2024-12-30,Haringey,Tube,120
2024-12-31,Haringey,Tube,125
2025-01-01,Haringey,Tube,117
2025-01-02,Haringey,Tube,121
2025-01-03,Haringey,Tube,131
2025-01-04,Haringey,Tube,83
2025-01-05,Haringey,Tube,81
2025-01-06,Haringey,Tube,114
2025-01-07,Haringey,Tube,116
2025-01-08,Haringey,Tube,95
2025-01-09,Haringey,Tube,111
2025-01-10,Haringey,Tube,116
2025-01-11,Haringey,Tube,85
2025-01-12,Haringey,Tube,80
2025-01-13,Haringey,Tube,112
2025-01-14,Haringey,Tube,117
2025-01-15,Haringey,Tube,111
2025-01-16,Haringey,Tube,121
2025-01-17,Haringey,Tube,124
2025-01-18,Haringey,Tube,79
2025-01-19,Haringey,Tube,86
2025-01-20,Haringey,Tube,115
2025-01-21,Haringey,Tube,107
2025-01-22,Haringey,Tube,115
2025-01-23,Haringey,Tube,109
2025-01-24,Haringey,Tube,117
2025-01-25,Haringey,Tube,78
2025-01-26,Haringey,Tube,82
2025-01-27,Haringey,Tube,110
2025-01-28,Haringey,Tube,102
2025-01-29,Haringey,Tube,119
2025-01-30,Haringey,Tube,108
2025-01-31,Haringey,Tube,122
2025-02-01,Haringey,Tube,70
2025-02-02,Haringey,Tube,78
2025-02-03,Haringey,Tube,111
2025-02-04,Haringey,Tube,102
2025-02-05,Haringey,Tube,111
2025-02-06,Haringey,Tube,118
2025-02-07,Haringey,Tube,128
2025-02-08,Haringey,Tube,81
2025-02-09,Haringey,Tube,81
2025-02-10,Haringey,Tube,113
2025-02-11,Haringey,Tube,115
2025-02-12,Haringey,Tube,106
2025-02-13,Haringey,Tube,105
2025-02-14,Haringey,Tube,100
2025-02-15,Haringey,Tube,77
2025-02-16,Haringey,Tube,78
2025-02-17,Haringey,Tube,109
2025-02-18,Haringey,Tube,113
2025-02-19,Haringey,Tube,102
2025-02-20,Haringey,Tube,116
2025-02-21,Haringey,Tube,111
2025-02-22,Haringey,Tube,83
2025-02-23,Haringey,Tube,75
2025-02-24,Haringey,Tube,118
2025-02-25,Haringey,Tube,111
2025-02-26,Haringey,Tube,101
2025-02-27,Haringey,Tube,97
2025-02-28,Haringey,Tube,102
2025-03-01,Haringey,Tube,71
2025-03-02,Haringey,Tube,75
2025-03-03,Haringey,Tube,96
2025-03-04,Haringey,Tube,104
2025-03-05,Haringey,Tube,93
2025-03-06,Haringey,Tube,107
2025-03-07,Haringey,Tube,99
2025-03-08,Haringey,Tube,66
2025-03-09,Haringey,Tube,73
2025-03-10,Haringey,Tube,89
2025-03-11,Haringey,Tube,113
2025-03-12,Haringey,Tube,100
2025-03-13,Haringey,Tube,88
2025-03-14,Haringey,Tube,86
2025-03-15,Haringey,Tube,68
2025-03-16,Haringey,Tube,68
2025-03-17,Haringey,Tube,93
2025-03-18,Haringey,Tube,83
2025-03-19,Haringey,Tube,98
2025-03-20,Haringey,Tube,109
2025-03-21,Haringey,Tube,98
2025-03-22,Haringey,Tube,72
2025-03-23,Haringey,Tube,66
2025-03-24,Haringey,Tube,86
2025-03-25,Haringey,Tube,89
2025-03-26,Haringey,Tube,103
2025-03-27,Haringey,Tube,76
2025-03-28,Haringey,Tube,96
2025-03-29,Haringey,Tube,75
2025-03-30,Haringey,Tube,66
2025-03-31,Haringey,Tube,100
2025-04-01,Haringey,Tube,95
2025-04-02,Haringey,Tube,91
2025-04-03,Haringey,Tube,88
2025-04-04,Haringey,Tube,102
2025-04-05,Haringey,Tube,68
2025-04-06,Haringey,Tube,82
2025-04-07,Haringey,Tube,89
2025-04-08,Haringey,Tube,81
2025-04-09,Haringey,Tube,90
2025-04-10,Haringey,Tube,91
2025-04-11,Haringey,Tube,89
2025-04-12,Haringey,Tube,65
2025-04-13,Haringey,Tube,70
2025-04-14,Haringey,Tube,91
2025-04-15,Haringey,Tube,97
2025-04-16,Haringey,Tube,89
2025-04-17,Haringey,Tube,74
2025-04-18,Haringey,Tube,91
2025-04-19,Haringey,Tube,57
2025-04-20,Haringey,Tube,71
2025-04-21,Haringey,Tube,69
2025-04-22,Haringey,Tube,89
2025-04-23,Haringey,Tube,85
2025-04-24,Haringey,Tube,76
2025-04-25,Haringey,Tube,87
2025-04-26,Haringey,Tube,59
2025-04-27,Haringey,Tube,73
2025-04-28,Haringey,Tube,90
2025-04-29,Haringey,Tube,82
2025-04-30,Haringey,Tube,86
2025-05-01,Haringey,Tube,84
2025-05-02,Haringey,Tube,84
2025-05-03,Haringey,Tube,66
2025-05-04,Haringey,Tube,71
2025-05-05,Haringey,Tube,82
2025-05-06,Haringey,Tube,82
2025-05-07,Haringey,Tube,90
2025-05-08,Haringey,Tube,80
2025-05-09,Haringey,Tube,93
2025-05-10,Haringey,Tube,56
2025-05-11,Haringey,Tube,63
2025-05-12,Haringey,Tube,90
2025-05-13,Haringey,Tube,78
2025-05-14,Haringey,Tube,95
2025-05-15,Haringey,Tube,85
2025-05-16,Haringey,Tube,98
2025-05-17,Haringey,Tube,66
2025-05-18,Haringey,Tube,61
2025-05-19,Haringey,Tube,78
2025-05-20,Haringey,Tube,70
2025-05-21,Haringey,Tube,72
2025-05-22,Haringey,Tube,73
2025-05-23,Haringey,Tube,72
2025-05-24,Haringey,Tube,50
2025-05-25,Haringey,Tube,63
2025-05-26,Haringey,Tube,80
2025-05-27,Haringey,Tube,79
2025-05-28,Haringey,Tube,77
2025-05-29,Haringey,Tube,95
2025-05-30,Haringey,Tube,81
2025-05-31,Haringey,Tube,60
2025-06-01,Haringey,Tube,64
2025-06-02,Haringey,Tube,83
2025-06-03,Haringey,Tube,65
2025-06-04,Haringey,Tube,78
2025-06-05,Haringey,Tube,84
2025-06-06,Haringey,Tube,76
2025-06-07,Haringey,Tube,53
2025-06-08,Haringey,Tube,53
2025-06-09,Haringey,Tube,82
2025-06-10,Haringey,Tube,90
2025-06-11,Haringey,Tube,80
2025-06-12,Haringey,Tube,83
2025-06-13,Haringey,Tube,79
2025-06-14,Haringey,Tube,59
2025-06-15,Haringey,Tube,65
2025-06-16,Haringey,Tube,72
2025-06-17,Haringey,Tube,88
2025-06-18,Haringey,Tube,76
2025-06-19,Haringey,Tube,79
2025-06-20,Haringey,Tube,79
2025-06-21,Haringey,Tube,65
2025-06-22,Haringey,Tube,71
2025-06-23,Haringey,Tube,68
2025-06-24,Haringey,Tube,89
2025-06-25,Haringey,Tube,84
2025-06-26,Haringey,Tube,90
2025-06-27,Haringey,Tube,80
2025-06-28,Haringey,Tube,59
2025-06-29,Haringey,Tube,58
2025-06-30,Haringey,Tube,83
2025-07-01,Haringey,Tube,106
2025-07-02,Haringey,Tube,83
2025-07-03,Haringey,Tube,93
2025-07-04,Haringey,Tube,80
2025-07-05,Haringey,Tube,56
2025-07-06,Haringey,Tube,69
2025-07-07,Haringey,Tube,75
2025-07-08,Haringey,Tube,83
2025-07-09,Haringey,Tube,80
2025-07-10,Haringey,Tube,94
2025-07-11,Haringey,Tube,85
2025-07-12,Haringey,Tube,60
2025-07-13,Haringey,Tube,63
2025-07-14,Haringey,Tube,81
